datetime,dt_ms,battery_40v_v,battery_24v_v,battery_40v_a,battery_24v_a,charger_40v_a,charger_24v_a,mq_ratio,mhmq_ratio
2026-06-08 12:42:13.330,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:13.391,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:13.441,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:13.511,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:13.561,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:13.611,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:13.671,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:13.721,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:13.771,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:13.830,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:13.880,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:13.930,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:13.991,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:14.041,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:14.090,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:14.150,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:14.201,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:14.260,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:14.310,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:14.360,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:14.431,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:14.480,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:14.541,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:14.591,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:14.641,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:14.711,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:14.760,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:14.820,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:14.871,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:14.921,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:14.991,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:15.040,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:15.101,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:15.151,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:15.200,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:15.271,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:15.330,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:15.380,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:15.430,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:15.490,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:15.551,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:15.611,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:15.661,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:15.711,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:15.770,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:15.820,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:15.871,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:15.930,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:15.980,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:16.030,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:16.091,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:16.140,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:16.191,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:16.250,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:16.301,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:16.350,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:16.411,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:16.471,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:16.530,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:16.580,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:16.630,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:16.691,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:16.750,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:16.810,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:16.860,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:16.910,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:16.970,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:17.020,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:17.070,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:17.121,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:17.170,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:17.230,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:17.280,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:17.341,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:17.390,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:17.460,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:17.510,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:17.560,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:17.620,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:17.670,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:17.740,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:17.790,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:17.840,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:17.900,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:17.950,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:18.000,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:18.050,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:18.100,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:18.160,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:18.210,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:18.260,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:18.320,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:18.371,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:18.441,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:18.490,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:18.550,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:18.600,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:18.650,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:18.700,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:18.760,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:18.811,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:18.871,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:18.920,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:18.971,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:19.031,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:19.080,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:19.130,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:19.191,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:19.240,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:19.291,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:19.361,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:19.411,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:19.471,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:19.521,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:19.571,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:19.640,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:19.700,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:19.750,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:19.800,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:19.860,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:19.920,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:19.980,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:20.030,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:20.080,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:20.140,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:20.200,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:20.260,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:20.311,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:20.361,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:20.421,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:20.480,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:20.541,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:20.591,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:20.641,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:20.701,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:20.760,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:20.821,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:20.871,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:20.920,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:20.980,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:21.041,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:21.101,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:21.151,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:21.201,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:21.261,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:21.320,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:21.380,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:21.430,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:21.480,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:21.540,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:21.590,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:21.640,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:21.700,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:21.750,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:21.800,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:21.850,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:21.910,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:21.960,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:22.010,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:22.070,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:22.120,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:22.170,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:22.230,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:22.280,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:22.330,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:22.390,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:22.441,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:22.490,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:22.550,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:22.600,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:22.651,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:22.710,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:22.760,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:22.810,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:22.870,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:22.920,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:22.970,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:23.031,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:23.080,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:23.140,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:23.190,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:23.240,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:23.290,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:23.340,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:23.400,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:23.450,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:23.500,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:23.560,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:23.610,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:23.660,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:23.730,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:23.780,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:23.840,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:23.890,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:23.940,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:24.000,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:24.050,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:24.100,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:24.150,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:24.200,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:24.260,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:24.310,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:24.360,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:24.410,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:24.470,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:24.520,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:24.580,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:24.630,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:24.690,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:24.740,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:24.790,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:24.850,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:24.900,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:24.950,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:25.010,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:25.060,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:25.110,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:25.170,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:25.220,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:25.270,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:25.330,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:25.380,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:25.430,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:25.490,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:25.540,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:25.590,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:25.650,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:25.710,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:25.770,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:25.820,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:25.870,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:25.930,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:25.980,0,0,0,0,0,0,0,0,0
2026-06-08 12:42:26.030,0,0,0,0,0,0,0,0,0
2026-06-08 12:44:16.807,52,16.764,10.806,12.43,13.41,13.41,12.78,0.731183,0.68915
2026-06-08 12:44:16.867,54,18.206,11.407,14.49,15.76,16.34,16.44,0.841642,0.810362
2026-06-08 12:44:16.917,52,15.835,8.87,3.1,1.88,2.76,3.54,0.565982,0.606061
2026-06-08 12:44:16.967,52,17.937,11.173,13.12,13.61,12.92,12.53,0.755621,0.727273
2026-06-08 12:44:17.027,55,18.695,11.554,14.58,15.42,15.46,15.32,0.817204,0.797654
2026-06-08 12:44:17.087,66,18.352,10.821,10.77,10.43,10.43,10.23,0.695992,0.692082
2026-06-08 12:44:17.147,54,18.817,11.612,14.58,15.27,15.27,15.17,0.814272,0.790811
2026-06-08 12:44:17.197,52,15.786,8.885,3.05,1.78,2.37,2.95,0.550342,0.59042
2026-06-08 12:44:17.247,51,17.546,10.982,12.39,12.87,12.19,11.7,0.735093,0.707722
2026-06-08 12:44:17.307,56,18.352,11.378,14,14.88,14.93,14.73,0.805474,0.784946
2026-06-08 12:44:17.377,65,18.132,10.703,10.38,10.09,10.19,10.04,0.692082,0.687195
2026-06-08 12:44:17.427,54,18.621,11.51,14.19,14.83,14.88,14.83,0.807429,0.785924
2026-06-08 12:44:17.477,53,15.518,8.68,2.32,0.9,1.49,2.07,0.532747,0.57478
2026-06-08 12:44:17.527,51,17.277,10.806,11.8,12.29,11.55,11.02,0.721408,0.69306
2026-06-08 12:44:17.587,55,18.255,11.348,13.95,14.88,14.88,14.58,0.802542,0.777126
2026-06-08 12:44:17.637,52,15.2,8.504,1.73,0.46,1.19,1.78,0.526882,0.567937
2026-06-08 12:44:17.687,52,17.106,10.689,11.46,11.95,11.26,10.72,0.71652,0.688172
2026-06-08 12:44:17.747,56,18.059,11.217,13.51,14.44,14.49,14.24,0.796676,0.773216
2026-06-08 12:44:17.797,52,15.151,8.475,1.68,0.65,1.29,1.78,0.525904,0.56696
2026-06-08 12:44:17.857,52,16.911,10.542,10.82,10.97,10.33,9.84,0.695992,0.665689
2026-06-08 12:44:17.907,55,17.815,11.129,13.31,14.29,14.39,14.19,0.797654,0.772238
2026-06-08 12:44:17.957,53,15.151,8.475,1.68,0.46,1.14,1.78,0.526882,0.56696
2026-06-08 12:44:18.017,53,16.055,9.794,7.55,7.16,6.32,5.69,0.600196,0.575758
2026-06-08 12:44:18.067,53,17.179,10.967,13.26,14.68,14.58,14.14,0.796676,0.751711
2026-06-08 12:44:18.117,54,14.931,8.445,2.02,1.14,2.02,2.66,0.550342,0.581623
2026-06-08 12:44:18.177,51,16.739,10.307,9.89,10.14,9.55,9.06,0.678397,0.649071
2026-06-08 12:44:18.227,55,17.741,11.07,13.12,14,13.95,13.7,0.786901,0.752688
2026-06-08 12:44:18.277,52,14.956,8.416,1.63,0.85,1.53,2.12,0.536657,0.571847
2026-06-08 12:44:18.337,51,16.764,10.395,10.19,10.33,9.75,9.31,0.685239,0.655914
2026-06-08 12:44:18.387,56,17.815,11.114,13.31,14.24,14.19,13.9,0.789834,0.757576
2026-06-08 12:44:18.437,53,14.956,8.401,1.58,0.75,1.39,1.97,0.532747,0.569892
2026-06-08 12:44:18.497,51,16.617,10.263,9.7,9.7,8.96,8.38,0.660802,0.629521
2026-06-08 12:44:18.547,53,17.302,10.894,12.73,13.95,14.1,14,0.799609,0.771261
2026-06-08 12:44:18.597,53,14.565,8.035,0.26,-0.96,-0.37,0.26,0.494624,0.541544
2026-06-08 12:44:18.657,54,16.3,10.102,8.77,8.52,7.69,6.96,0.629521,0.59433
2026-06-08 12:44:18.707,53,17.302,11.026,13.51,14.98,15.02,14.78,0.815249,0.775171
2026-06-08 12:44:18.757,52,14.442,7.961,0.12,-1.01,-0.22,0.46,0.501466,0.546432
2026-06-08 12:44:18.817,53,16.617,10.351,10.04,10.28,9.65,9.16,0.686217,0.654936
2026-06-08 12:44:18.867,54,17.693,11.099,13.31,14.49,14.54,14.34,0.803519,0.776149
2026-06-08 12:44:18.937,65,17.57,10.307,9.01,8.62,8.82,8.82,0.671554,0.668622
2026-06-08 12:44:18.987,55,18.352,11.348,13.8,14.49,14.39,14.24,0.799609,0.777126
2026-06-08 12:44:19.037,52,14.784,8.181,0.7,-0.62,-0.13,0.41,0.494624,0.5435
2026-06-08 12:44:19.097,52,16.666,10.439,10.33,10.63,9.89,9.31,0.685239,0.655914
2026-06-08 12:44:19.147,54,17.546,11.026,13.12,14.34,14.44,14.24,0.801564,0.777126
2026-06-08 12:44:19.197,50,14.613,7.917,-0.96,-2.67,-2.23,-1.84,0.438905,0.478983
2026-06-08 12:44:19.257,55,16.348,10.483,11.21,11.95,11.26,10.72,0.721408,0.677419
2026-06-08 12:44:19.307,55,17.619,10.997,13.07,14.24,14.49,14.34,0.804497,0.779081
2026-06-08 12:44:19.357,51,14.271,7.756,-0.91,-2.28,-1.54,-0.86,0.470186,0.524927
